Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Sales_Tax,Total_Amount
DRY23,12.857645184135976,Regular,0.191013663,Soft Drinks,42.1112,OUT019,1985,Small,Tier 1,Grocery Store,42.6112,2.13056,44.74176
FDO24,11.1,Low Fat,0.176573035,Baking Goods,157.4604,OUT045,2002,Medium,Tier 2,Supermarket Type1,3010.7476,150.53738,3161.2849800000004
FDQ28,12.857645184135976,Regular,0.060134441,Frozen Foods,153.0656,OUT027,1985,Medium,Tier 3,Supermarket Type3,6024.1584,301.20792,6325.36632
FDV39,11.3,Low Fat,0.007294652,Meat,198.1426,OUT045,2002,Medium,Tier 2,Supermarket Type1,988.713,49.43565,1038.1486499999999
NCO17,12.857645184135976,Low Fat,0.128478462,Health and Hygiene,117.944,OUT019,1985,Small,Tier 1,Grocery Store,239.688,11.9844,251.67239999999998
FDU50,5.75,Regular,0.075107656,Dairy,112.8176,OUT013,1987,High,Tier 3,Supermarket Type1,1374.2112,68.71056,1442.92176
FDT12,12.857645184135976,Regular,0.049381406,Baking Goods,226.8062,OUT027,1985,Medium,Tier 3,Supermarket Type3,4739.8302,236.99151000000003,4976.82171
FDK58,11.35,Regular,0.045165796,Snack Foods,100.0016,OUT018,2009,Medium,Tier 3,Supermarket Type2,1012.016,50.6008,1062.6168
FDO08,12.857645184135976,Regular,0.09415375,Fruits and Vegetables,165.7526,OUT019,1985,Small,Tier 1,Grocery Store,657.8104,32.89052,690.70092
NCW29,14.0,Low Fat,0.028907832,Health and Hygiene,130.431,OUT049,1999,Medium,Tier 1,Supermarket Type1,778.986,38.9493,817.9353
FDE04,19.75,Regular,0.018059621,Frozen Foods,179.766,OUT045,2002,Medium,Tier 2,Supermarket Type1,2336.958,116.84790000000001,2453.8059000000003
NCB19,6.525,Low Fat,0.090436094,Household,85.0882,OUT049,1999,Medium,Tier 1,Supermarket Type1,2233.0932,111.65465999999999,2344.74786
FDV15,10.3,Low Fat,0.146399712,Meat,103.9648,OUT049,1999,Medium,Tier 1,Supermarket Type1,1661.8368,83.09184,1744.92864
FDL58,5.78,Regular,0.074264356,Snack Foods,264.7568,OUT049,1999,Medium,Tier 1,Supermarket Type1,4745.8224,237.29112,4983.11352
FDA08,11.85,Regular,0.050186726,Fruits and Vegetables,164.1526,OUT045,2002,Medium,Tier 2,Supermarket Type1,3124.5994,156.22997,3280.82937
FDT43,16.35,Low Fat,0.020631654,Fruits and Vegetables,50.1324,OUT018,2009,Medium,Tier 3,Supermarket Type2,467.3916,23.36958,490.76117999999997
NCX06,12.857645184135976,Low Fat,0.01561108,Household,182.5976,OUT027,1985,Medium,Tier 3,Supermarket Type3,5070.7328,253.53664,5324.26944
FDT20,10.5,Low Fat,0.041395445,Fruits and Vegetables,37.6164,OUT046,1997,Small,Tier 1,Supermarket Type1,540.6296,27.031480000000002,567.66108
FDB41,19.0,Regular,0.097313129,Frozen Foods,48.0718,OUT046,1997,Small,Tier 1,Supermarket Type1,992.7078,49.63539,1042.34319
NCN55,14.6,Low Fat,0.059582996,Others,238.8538,OUT049,1999,Medium,Tier 1,Supermarket Type1,6008.845,300.44225,6309.28725
FDE40,12.857645184135976,Regular,0.098663652,Dairy,62.9194,OUT027,1985,Medium,Tier 3,Supermarket Type3,2105.2596,105.26298,2210.52258
FDX49,12.857645184135976,Regular,0.101338651,Canned,232.63,OUT027,1985,Medium,Tier 3,Supermarket Type3,5359.69,267.98449999999997,5627.674499999999
NCM53,18.75,Low Fat,0.052146456,Health and Hygiene,104.628,OUT045,2002,Medium,Tier 2,Supermarket Type1,745.696,37.284800000000004,782.9808
FDE36,5.26,Regular,0.041764487,Baking Goods,161.8868,OUT035,2004,Small,Tier 2,Supermarket Type1,3275.736,163.7868,3439.5227999999997
FDN57,18.25,Low Fat,0.054344186,Snack Foods,140.2154,OUT045,2002,Medium,Tier 2,Supermarket Type1,1701.7848,85.08924,1786.87404
FDI24,12.857645184135976,Low Fat,0.078362484,Baking Goods,177.937,OUT027,1985,Medium,Tier 3,Supermarket Type3,6704.606,335.2303,7039.8363
FDI19,15.1,Low Fat,0.052339069,Meat,242.7512,OUT046,1997,Small,Tier 1,Supermarket Type1,4119.9704,205.99852,4325.96892
FDF24,15.5,Regular,0.042464962,Baking Goods,81.5934,OUT010,1998,Medium,Tier 3,Grocery Store,327.5736,16.37868,343.95228
FDG52,13.65,Low Fat,0.065732883,Frozen Foods,45.7402,OUT049,1999,Medium,Tier 1,Supermarket Type1,780.9834,39.049170000000004,820.03257
DRF36,16.1,Low Fat,0.023625114,Soft Drinks,189.3846,OUT045,2002,Medium,Tier 2,Supermarket Type1,3630.6074,181.53037,3812.13777
FDS45,12.857645184135976,Regular,0.051643608,Snack Foods,107.3622,OUT019,1985,Small,Tier 1,Grocery Store,317.5866,15.87933,333.46592999999996
FDX40,12.85,Low Fat,0.165694219,Frozen Foods,39.7164,OUT010,1998,Medium,Tier 3,Grocery Store,231.6984,11.58492,243.28332
DRK12,9.5,Low Fat,0.041878397,Soft Drinks,32.99,OUT035,2004,Small,Tier 2,Supermarket Type1,133.16,6.658,139.81799999999998
DRC27,13.8,Low Fat,0.058091482,Dairy,245.1802,OUT035,2004,Small,Tier 2,Supermarket Type1,5650.6446,282.53222999999997,5933.176829999999
FDL58,5.78,Regular,0.06613202877895108,Snack Foods,263.7568,OUT017,2007,Medium,Tier 2,Supermarket Type1,2636.568,131.82840000000002,2768.3964
NCD30,19.7,Low Fat,0.026903714,Household,96.0726,OUT045,2002,Medium,Tier 2,Supermarket Type1,1272.3438,63.61719000000001,1335.96099
NCZ54,14.65,Low Fat,0.06613202877895108,Household,161.5552,OUT010,1998,Medium,Tier 3,Grocery Store,324.9104,16.24552,341.15592
FDE10,6.67,Regular,0.150554711,Snack Foods,130.0626,OUT010,1998,Medium,Tier 3,Grocery Store,131.1626,6.55813,137.72073
FDR44,6.11,Regular,0.06613202877895108,Fruits and Vegetables,131.2968,OUT010,1998,Medium,Tier 3,Grocery Store,260.9936,13.049680000000002,274.04328000000004
FDP28,13.65,Regular,0.134975628,Frozen Foods,260.0936,OUT010,1998,Medium,Tier 3,Grocery Store,260.9936,13.049680000000002,274.04328000000004
FDX15,17.2,Low Fat,0.15616879,Meat,160.6578,OUT013,1987,High,Tier 3,Supermarket Type1,3690.5294,184.52647000000002,3875.05587
FDA39,6.32,Low Fat,0.06613202877895108,Meat,40.2822,OUT035,2004,Small,Tier 2,Supermarket Type1,1139.1838,56.95919000000001,1196.14299
FDY24,4.88,Regular,0.133700752,Baking Goods,52.9298,OUT049,1999,Medium,Tier 1,Supermarket Type1,1995.4026,99.77013,2095.17273
FDC60,5.425,Regular,0.115119905,Baking Goods,88.3514,OUT017,2007,Medium,Tier 2,Supermarket Type1,1416.8224,70.84112,1487.66352
FDH28,15.85,Regular,0.110030997,Frozen Foods,37.2506,OUT046,1997,Small,Tier 1,Supermarket Type1,265.6542,13.282710000000002,278.93691
FDT25,7.5,Low Fat,0.051038045,Canned,121.7072,OUT017,2007,Medium,Tier 2,Supermarket Type1,3552.7088,177.63544000000002,3730.34424
DRJ13,12.65,Low Fat,0.062837968,Soft Drinks,161.5578,OUT013,1987,High,Tier 3,Supermarket Type1,2406.867,120.34335000000002,2527.2103500000003
NCO07,12.857645184135976,Low Fat,0.017116983,Others,211.956,OUT019,1985,Small,Tier 1,Grocery Store,213.056,10.652800000000001,223.70880000000002
FDW20,20.75,Low Fat,0.024129332,Fruits and Vegetables,124.173,OUT013,1987,High,Tier 3,Supermarket Type1,2956.152,147.8076,3103.9596
DRF27,12.857645184135976,Low Fat,0.049754975,Dairy,152.134,OUT019,1985,Small,Tier 1,Grocery Store,153.134,7.6567,160.7907
FDS49,9.0,Low Fat,0.06613202877895108,Canned,79.7644,OUT035,2004,Small,Tier 2,Supermarket Type1,1649.8524,82.49262,1732.34502
FDX25,12.857645184135976,Low Fat,0.101561568,Canned,181.9292,OUT027,1985,Medium,Tier 3,Supermarket Type3,3101.2964,155.06482000000003,3256.3612200000002
NCX42,12.857645184135976,Low Fat,0.005949644,Household,165.6526,OUT027,1985,Medium,Tier 3,Supermarket Type3,4769.1254,238.45627000000002,5007.58167
FDG33,12.857645184135976,Regular,0.13956116,Seafood,170.4764,OUT027,1985,Medium,Tier 3,Supermarket Type3,3435.528,171.7764,3607.3044
FDL56,14.1,Low Fat,0.126035694,Fruits and Vegetables,86.4198,OUT045,2002,Medium,Tier 2,Supermarket Type1,1133.8574,56.692870000000006,1190.5502700000002
FDF14,7.55,Low Fat,0.027164679,Canned,152.334,OUT035,2004,Small,Tier 2,Supermarket Type1,2603.278,130.16389999999998,2733.4419
NCD06,13.0,Low Fat,0.099325278,Household,45.406,OUT046,1997,Small,Tier 1,Supermarket Type1,605.878,30.293900000000004,636.1719
DRM47,12.857645184135976,Low Fat,0.04357366,Hard Drinks,192.8846,OUT027,1985,Medium,Tier 3,Supermarket Type3,2293.0152,114.65075999999999,2407.66596
FDS46,12.857645184135976,Regular,0.082741482,Snack Foods,118.7782,OUT019,1985,Small,Tier 1,Grocery Store,119.1782,5.95891,125.13711
FDB35,12.3,Regular,0.064565202,Starchy Foods,92.9804,OUT013,1987,High,Tier 3,Supermarket Type1,1929.4884,96.47442000000001,2025.96282
FDX21,12.857645184135976,Low Fat,0.084554569,Snack Foods,109.8912,OUT027,1985,Medium,Tier 3,Supermarket Type3,2074.6328,103.73164,2178.36444
NCU05,12.857645184135976,Low Fat,0.058451805,Health and Hygiene,79.9618,OUT027,1985,Medium,Tier 3,Supermarket Type3,241.6854,12.08427,253.76967
NCR38,17.25,Low Fat,0.113748685,Household,251.3724,OUT045,2002,Medium,Tier 2,Supermarket Type1,6795.1548,339.75774,7134.91254
NCR18,15.85,Low Fat,0.020603511,Household,42.7112,OUT017,2007,Medium,Tier 2,Supermarket Type1,639.168,31.9584,671.1264
NCU41,18.85,Low Fat,0.052044976,Health and Hygiene,192.1846,OUT035,2004,Small,Tier 2,Supermarket Type1,3248.4382,162.42191000000003,3410.86011
FDY56,16.35,Regular,0.062764429,Fruits and Vegetables,227.6062,OUT017,2007,Medium,Tier 2,Supermarket Type1,7222.5984,361.12992,7583.72832
DRJ51,14.1,Low Fat,0.087977262,Dairy,229.0668,OUT035,2004,Small,Tier 2,Supermarket Type1,3225.1352,161.25676,3386.3919600000004
FDK21,7.905,Low Fat,0.010010425,Snack Foods,249.0408,OUT035,2004,Small,Tier 2,Supermarket Type1,3755.112,187.75560000000002,3942.8676
FDY25,12.0,Low Fat,0.033946163,Canned,179.3976,OUT013,1987,High,Tier 3,Supermarket Type1,3440.8544,172.04272000000003,3612.89712
FDU44,12.15,Regular,0.058414678,Fruits and Vegetables,163.4552,OUT035,2004,Small,Tier 2,Supermarket Type1,974.7312,48.73656,1023.46776
FDL43,10.1,Low Fat,0.027106459,Meat,75.367,OUT049,1999,Medium,Tier 1,Supermarket Type1,535.969,26.798450000000003,562.76745
FDF05,17.5,Low Fat,0.027022883,Frozen Foods,262.491,OUT017,2007,Medium,Tier 2,Supermarket Type1,5259.82,262.991,5522.811
DRF15,12.857645184135976,Low Fat,0.058153409,Dairy,152.034,OUT019,1985,Small,Tier 1,Grocery Store,306.268,15.3134,321.5814
FDL20,17.1,Low Fat,0.128937661,Fruits and Vegetables,112.3886,OUT018,2009,Medium,Tier 3,Supermarket Type2,1779.0176,88.95088,1867.96848
FDV32,7.785,Low Fat,0.088846306,Fruits and Vegetables,61.451,OUT049,1999,Medium,Tier 1,Supermarket Type1,759.012,37.9506,796.9626
FDJ34,11.8,Regular,0.09357779,Snack Foods,125.9704,OUT013,1987,High,Tier 3,Supermarket Type1,1877.556,93.87780000000001,1971.4338
FDG08,13.15,Regular,0.165694678,Fruits and Vegetables,171.8764,OUT045,2002,Medium,Tier 2,Supermarket Type1,3779.0808,188.95404000000002,3968.0348400000003
FDQ04,12.857645184135976,Low Fat,0.148392623,Frozen Foods,41.5796,OUT019,1985,Small,Tier 1,Grocery Store,41.2796,2.0639800000000004,43.34358
FDW13,8.5,Low Fat,0.098438394,Canned,51.1324,OUT017,2007,Medium,Tier 2,Supermarket Type1,259.662,12.9831,272.64509999999996
NCI17,8.645,Low Fat,0.143303291,Health and Hygiene,96.341,OUT013,1987,High,Tier 3,Supermarket Type1,193.082,9.6541,202.7361
FDY03,17.6,Regular,0.076276208,Meat,110.9202,OUT045,2002,Medium,Tier 2,Supermarket Type1,1687.803,84.39015,1772.19315
FDS12,9.1,Low Fat,0.175103435,Baking Goods,127.5362,OUT017,2007,Medium,Tier 2,Supermarket Type1,4655.9394,232.79697000000002,4888.7363700000005
FDJ55,12.8,Regular,0.023511371,Meat,225.9404,OUT013,1987,High,Tier 3,Supermarket Type1,4950.8888,247.54444,5198.433239999999
DRK01,7.63,Low Fat,0.06105276,Soft Drinks,95.4436,OUT035,2004,Small,Tier 2,Supermarket Type1,1418.154,70.9077,1489.0617
FDG28,9.285,Regular,0.049559042,Frozen Foods,246.4144,OUT017,2007,Medium,Tier 2,Supermarket Type1,1225.072,61.2536,1286.3256
FDY38,13.6,Regular,0.119418124,Dairy,231.03,OUT045,2002,Medium,Tier 2,Supermarket Type1,5359.69,267.98449999999997,5627.674499999999
FDN01,8.895,Low Fat,0.072545601,Breakfast,176.237,OUT045,2002,Medium,Tier 2,Supermarket Type1,1764.37,88.2185,1852.5884999999998
NCR54,16.35,Low Fat,0.090486828,Household,195.211,OUT013,1987,High,Tier 3,Supermarket Type1,2553.343,127.66714999999999,2681.01015
FDG29,17.6,Low Fat,0.056245075,Frozen Foods,43.3454,OUT013,1987,High,Tier 3,Supermarket Type1,1006.6896,50.334480000000006,1057.0240800000001
FDG24,7.975,Low Fat,0.014618973,Baking Goods,85.225,OUT013,1987,High,Tier 3,Supermarket Type1,1081.925,54.09625,1136.02125
FDG59,15.85,Low Fat,0.043479126,Starchy Foods,36.7164,OUT017,2007,Medium,Tier 2,Supermarket Type1,308.9312,15.44656,324.37775999999997
FDM28,15.7,Low Fat,0.045166237,Frozen Foods,178.666,OUT013,1987,High,Tier 3,Supermarket Type1,2516.724,125.83620000000002,2642.5602000000003
FDW04,8.985,Regular,0.057827101,Frozen Foods,128.831,OUT046,1997,Small,Tier 1,Supermarket Type1,1428.141,71.40705000000001,1499.54805
FDS26,20.35,Low Fat,0.089394766,Dairy,260.1594,OUT013,1987,High,Tier 3,Supermarket Type1,2093.2752,104.66376000000001,2197.93896
FDQ56,6.59,Low Fat,0.10550944,Fruits and Vegetables,85.6908,OUT013,1987,High,Tier 3,Supermarket Type1,1929.4884,96.47442000000001,2025.96282
FDK51,19.85,Low Fat,0.005234153,Dairy,264.0884,OUT035,2004,Small,Tier 2,Supermarket Type1,5829.7448,291.48724000000004,6121.232040000001
FDL22,16.85,Low Fat,0.036390174,Snack Foods,91.4488,OUT046,1997,Small,Tier 1,Supermarket Type1,2082.6224,104.13112000000001,2186.75352
FDH19,12.857645184135976,Low Fat,0.03292824,Meat,173.1738,OUT027,1985,Medium,Tier 3,Supermarket Type3,7298.4996,364.92498,7663.42458
FDY55,16.75,Low Fat,0.081252534,Fruits and Vegetables,256.4988,OUT013,1987,High,Tier 3,Supermarket Type1,7452.9652,372.64826,7825.61346
FDY03,17.6,Regular,0.076552407,Meat,110.5202,OUT017,2007,Medium,Tier 2,Supermarket Type1,450.0808,22.504040000000003,472.58484
FDK21,7.905,Low Fat,0.016758569,Snack Foods,250.4408,OUT010,1998,Medium,Tier 3,Grocery Store,500.6816,25.034080000000003,525.71568
FDZ10,12.857645184135976,Low Fat,0.044248175,Snack Foods,126.202,OUT027,1985,Medium,Tier 3,Supermarket Type3,3668.558,183.42790000000002,3851.9859
FDZ32,7.785,Regular,0.038288087,Fruits and Vegetables,103.1964,OUT018,2009,Medium,Tier 3,Supermarket Type2,736.3748,36.818740000000005,773.1935400000001
NCZ18,7.825,Low Fat,0.186032678,Household,253.0698,OUT035,2004,Small,Tier 2,Supermarket Type1,6088.0752,304.40376000000003,6392.47896
NCF07,12.857645184135976,Low Fat,0.031867464,Household,101.0016,OUT027,1985,Medium,Tier 3,Supermarket Type3,2125.2336,106.26168000000001,2231.49528
DRE49,20.75,Low Fat,0.021370201,Soft Drinks,153.0024,OUT017,2007,Medium,Tier 2,Supermarket Type1,2277.036,113.85180000000001,2390.8878
FDJ08,12.857645184135976,Low Fat,0.193772568,Fruits and Vegetables,190.3846,OUT019,1985,Small,Tier 1,Grocery Store,573.2538,28.662689999999998,601.91649
FDT39,6.26,Regular,0.009866049,Meat,151.1366,OUT035,2004,Small,Tier 2,Supermarket Type1,2267.049,113.35245,2380.40145
FDE08,18.2,Low Fat,0.082551042,Fruits and Vegetables,147.3734,OUT010,1998,Medium,Tier 3,Grocery Store,296.9468,14.84734,311.79413999999997
NCD06,13.0,Low Fat,0.099729888,Household,46.306,OUT018,2009,Medium,Tier 3,Supermarket Type2,559.272,27.963600000000003,587.2356000000001
FDB57,20.25,Regular,0.018801549,Fruits and Vegetables,222.1772,OUT035,2004,Small,Tier 2,Supermarket Type1,5559.43,277.97150000000005,5837.4015
NCT54,8.695,Low Fat,0.119721451,Household,95.5094,OUT049,1999,Medium,Tier 1,Supermarket Type1,1237.7222,61.88611,1299.6083099999998
DRF49,7.27,Low Fat,0.071222087,Soft Drinks,113.5518,OUT045,2002,Medium,Tier 2,Supermarket Type1,569.259,28.462950000000003,597.72195
FDM25,12.857645184135976,Regular,0.060371962,Breakfast,174.0712,OUT027,1985,Medium,Tier 3,Supermarket Type3,3866.9664,193.34832,4060.31472
FDF20,12.85,Low Fat,0.033287541,Fruits and Vegetables,198.4768,OUT045,2002,Medium,Tier 2,Supermarket Type1,1379.5376,68.97688000000001,1448.51448
FDH27,7.075,Low Fat,0.05858462,Dairy,142.7128,OUT018,2009,Medium,Tier 3,Supermarket Type2,1869.5664,93.47832,1963.0447199999999
FDV60,12.857645184135976,Regular,0.11679292,Baking Goods,196.211,OUT027,1985,Medium,Tier 3,Supermarket Type3,5499.508,274.9754,5774.4834
FDY59,8.195,Low Fat,0.031452265,Baking Goods,94.3462,OUT049,1999,Medium,Tier 1,Supermarket Type1,925.462,46.2731,971.7351
FDK36,7.09,Low Fat,0.00721395,Baking Goods,47.9034,OUT035,2004,Small,Tier 2,Supermarket Type1,583.2408,29.162040000000005,612.4028400000001
NCM31,6.095,Low Fat,0.081196619,Others,141.4154,OUT046,1997,Small,Tier 1,Supermarket Type1,1418.154,70.9077,1489.0617
FDE33,19.35,Regular,0.049916364,Fruits and Vegetables,80.2644,OUT017,2007,Medium,Tier 2,Supermarket Type1,942.7728,47.13864,989.91144
FDU36,6.15,Low Fat,0.04627095,Baking Goods,99.3384,OUT046,1997,Small,Tier 1,Supermarket Type1,2364.9216,118.24608,2483.16768
FDV13,12.857645184135976,Regular,0.02747716,Canned,87.9856,OUT027,1985,Medium,Tier 3,Supermarket Type3,3251.7672,162.58836,3414.35556
FDV20,12.857645184135976,Regular,0.104704537,Fruits and Vegetables,125.2678,OUT019,1985,Small,Tier 1,Grocery Store,254.3356,12.71678,267.05237999999997
NCQ54,17.7,Low Fat,0.012540003,Household,167.0474,OUT035,2004,Small,Tier 2,Supermarket Type1,5895.659,294.78294999999997,6190.441949999999
FDO23,17.85,Low Fat,0.147023834,Breads,93.7436,OUT018,2009,Medium,Tier 3,Supermarket Type2,1134.5232,56.72616000000001,1191.24936
DRE60,9.395,Low Fat,0.159657596,Soft Drinks,224.972,OUT045,2002,Medium,Tier 2,Supermarket Type1,7696.648,384.8324,8081.4804
DRP47,15.75,Low Fat,0.141398626,Hard Drinks,250.5382,OUT017,2007,Medium,Tier 2,Supermarket Type1,2775.7202,138.78601,2914.50621
FDB21,7.475,Low Fat,0.148821808,Fruits and Vegetables,241.2854,OUT045,2002,Medium,Tier 2,Supermarket Type1,5317.0788,265.85394,5582.93274
FDR04,7.075,Low Fat,0.06613202877895108,Frozen Foods,98.0068,OUT018,2009,Medium,Tier 3,Supermarket Type2,874.8612,43.74306000000001,918.6042600000001
FDX23,6.445,Low Fat,0.029691762,Baking Goods,92.6436,OUT046,1997,Small,Tier 1,Supermarket Type1,1039.9796,51.998979999999996,1091.97858
FDX19,19.1,Low Fat,0.096715523,Fruits and Vegetables,235.0958,OUT035,2004,Small,Tier 2,Supermarket Type1,3038.0454,151.90227000000002,3189.94767
FDD40,20.25,Regular,0.014790559,Dairy,193.6162,OUT035,2004,Small,Tier 2,Supermarket Type1,3848.324,192.4162,4040.7402
FDA01,15.0,Regular,0.054378253,Canned,59.1904,OUT046,1997,Small,Tier 1,Supermarket Type1,527.3136,26.365679999999998,553.67928
FDS33,6.67,Regular,0.123428594,Snack Foods,89.1514,OUT046,1997,Small,Tier 1,Supermarket Type1,2390.8878,119.54439,2510.43219
FDM50,12.857645184135976,Regular,0.029943463,Canned,60.222,OUT027,1985,Medium,Tier 3,Supermarket Type3,1677.816,83.89080000000001,1761.7068
FDB29,16.7,Regular,0.052368061,Frozen Foods,112.7176,OUT013,1987,High,Tier 3,Supermarket Type1,801.6232,40.081160000000004,841.70436
FDF46,7.07,Low Fat,0.093861144,Snack Foods,115.5834,OUT045,2002,Medium,Tier 2,Supermarket Type1,1267.0174,63.35087,1330.36827
FDA33,6.48,Low Fat,0.033968647,Snack Foods,148.0076,OUT045,2002,Medium,Tier 2,Supermarket Type1,886.8456,44.34228,931.18788
FDC08,19.0,Regular,0.173154079,Fruits and Vegetables,228.272,OUT010,1998,Medium,Tier 3,Grocery Store,452.744,22.637200000000004,475.38120000000004
FDB53,13.35,Low Fat,0.139735226,Frozen Foods,147.5392,OUT045,2002,Medium,Tier 2,Supermarket Type1,3877.6192,193.88096000000002,4071.50016
FDY31,12.857645184135976,Low Fat,0.043351896,Fruits and Vegetables,146.6418,OUT027,1985,Medium,Tier 3,Supermarket Type3,4414.254,220.7127,4634.9667
DRQ35,12.857645184135976,Low Fat,0.042086652,Hard Drinks,122.4388,OUT027,1985,Medium,Tier 3,Supermarket Type3,5448.9072,272.44536,5721.352559999999
FDX36,9.695,Regular,0.12848269,Baking Goods,223.9404,OUT049,1999,Medium,Tier 1,Supermarket Type1,4950.8888,247.54444,5198.433239999999
DRD13,15.0,Low Fat,0.049357077,Soft Drinks,62.6168,OUT017,2007,Medium,Tier 2,Supermarket Type1,958.752,47.9376,1006.6895999999999
FDC52,11.15,Regular,0.008326735,Dairy,149.9708,OUT017,2007,Medium,Tier 2,Supermarket Type1,1956.1204,97.80602,2053.9264200000002
FDB45,20.85,Low Fat,0.021362955,Fruits and Vegetables,103.2306,OUT049,1999,Medium,Tier 1,Supermarket Type1,2404.2038,120.21019,2524.4139899999996
NCK19,9.8,Low Fat,0.151420934,Others,194.3478,OUT010,1998,Medium,Tier 3,Grocery Store,387.4956,19.37478,406.87038
FDV51,16.35,Low Fat,0.032511818,Meat,165.0842,OUT013,1987,High,Tier 3,Supermarket Type1,994.7052,49.735260000000004,1044.44046
FDZ35,9.6,Regular,0.022323658,Breads,101.299,OUT045,2002,Medium,Tier 2,Supermarket Type1,1754.383,87.71915000000001,1842.1021500000002
NCW17,12.857645184135976,Low Fat,0.019292355,Health and Hygiene,129.9994,OUT027,1985,Medium,Tier 3,Supermarket Type3,3340.9844,167.04922,3508.0336199999997
FDV59,13.35,Low Fat,0.048124443,Breads,216.7166,OUT045,2002,Medium,Tier 2,Supermarket Type1,3918.8988,195.94494,4114.84374
DRH39,20.7,Low Fat,0.09261307,Dairy,76.367,OUT013,1987,High,Tier 3,Supermarket Type1,306.268,15.3134,321.5814
FDN60,12.857645184135976,Low Fat,0.094697274,Baking Goods,158.4604,OUT027,1985,Medium,Tier 3,Supermarket Type3,4278.4308,213.92154000000002,4492.35234
FDU55,16.2,Low Fat,0.035984104,Fruits and Vegetables,260.6278,OUT045,2002,Medium,Tier 2,Supermarket Type1,4425.5726,221.27863000000002,4646.85123
FDN58,12.857645184135976,Regular,0.056596985,Snack Foods,230.9984,OUT027,1985,Medium,Tier 3,Supermarket Type3,9267.936,463.3968,9731.3328
FDC41,12.857645184135976,Low Fat,0.2047,Frozen Foods,76.867,OUT019,1985,Small,Tier 1,Grocery Store,229.701,11.485050000000001,241.18605
FDO01,12.857645184135976,Regular,0.020618324,Breakfast,129.3994,OUT027,1985,Medium,Tier 3,Supermarket Type3,2055.9904,102.79952000000002,2158.78992
